id,question_code,subject_id,chapter_id,question_type,content,explanation,difficulty,marks,negative_marks,correct_option,option_layout,year,source,raw_text
4b852ed4-171c-42c8-b8ad-401d94413c4f,BIO-LIV-0001,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b15,MCQ,"[{""type"": ""text"", ""html"": ""<p>whereas in animals, it occurs</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 1 - The Living World.</p>""}]",Medium,4,1,b,grid_2x2,2024,NEET Biology Bank,"whereas in animals, it occurs"
6f684c15-18aa-4779-88fd-9bc148963fd8,BIO-LIV-0002,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b15,MCQ,"[{""type"": ""text"", ""html"": ""<p>Which of the following groups consists of organisms which multiply by fragmentation?</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 1 - The Living World.</p>""}]",Medium,4,1,c,grid_2x2,2024,NEET Biology Bank,Which of the following groups consists of organisms which multiply by fragmentation?
3261ab0a-4273-42d2-b70f-9dbcfd758c98,BIO-LIV-0003,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b15,MCQ,"[{""type"": ""text"", ""html"": ""<p>Which of the following organisms do not reproduce?</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 1 - The Living World.</p>""}]",Easy,4,1,d,grid_2x2,2024,NEET Biology Bank,Which of the following organisms do not reproduce?
fdf8e444-c34e-488f-83f4-de76fb4820aa,BIO-LIV-0004,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b15,MCQ,"[{""type"": ""text"", ""html"": ""<p>Why growth cannot be taken as a defining property of living organisms?</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 1 - The Living World.</p>""}]",Medium,4,1,a,grid_2x2,2024,NEET Biology Bank,Why growth cannot be taken as a defining property of living organisms?
d1232efd-18d5-41ca-802f-3591bd37a8f7,BIO-LIV-0005,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b15,MCQ,"[{""type"": ""text"", ""html"": ""<p>Which of the following statements regarding the response of living organisms to external stimuli is correct?</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 1 - The Living World.</p>""}]",Hard,4,1,b,grid_2x2,2024,NEET Biology Bank,Which of the following statements regarding the response of living organisms to external stimuli is correct?
94a8c169-e619-47d6-85c8-bf07f5b89df0,BIO-LIV-0006,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b15,MCQ,"[{""type"": ""text"", ""html"": ""<p>Read the following statements and select the correct ones. (i) Increase in mass and increase in number of individuals are twin characteristics of growth. (ii) Metabolic reactions can be demonstrated outside the body in isolated cell-free systems. (Il1)T5 'Response to stimuli' is a defining property of living organisms.</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 1 - The Living World.</p>""}]",Easy,4,1,c,grid_2x2,2024,NEET Biology Bank,Read the following statements and select the correct ones. (i) Increase in mass and increase in number of individuals are twin characteristics of growth. (ii) Metabolic reactions can be demonstrated outside the body in isolated cell-free systems. (Il1)T5 'Response to stimuli' is a defining property of living organisms.
012c0fc0-6eb1-4ece-8a7d-2af8abd34a79,BIO-LIV-0007,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b15,MCQ,"[{""type"": ""text"", ""html"": ""<p>Match column I with column II and select the correct option from the codes given below. Column 1 Column II A. Planaria (i) Binary fission (ii) B. Fungi Asexual spores (iii) C. Yeast Budding (iv) D. Amoeba True regeneration (v) Fragmentation</p>""}, {""type"": ""image"", ""src"": ""https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/biology/bio_table_1.png"", ""alt"": ""Figure/Table Diagram for BIO-LIV-0007""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 1 - The Living World.</p>""}]",Medium,4,1,d,grid_2x2,2024,NEET Biology Bank,Match column I with column II and select the correct option from the codes given below. Column 1 Column II A. Planaria (i) Binary fission (ii) B. Fungi Asexual spores (iii) C. Yeast Budding (iv) D. Amoeba True regeneration (v) Fragmentation
40dcf034-be4a-4e4f-abce-3779454102a6,BIO-LIV-0008,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b15,MCQ,"[{""type"": ""text"", ""html"": ""<p>Most names in biological nomenclature of living organisms are taken from which language? Hindi</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 1 - The Living World.</p>""}]",Medium,4,1,a,grid_2x2,2024,NEET Biology Bank,Most names in biological nomenclature of living organisms are taken from which language? Hindi
50456a82-c192-4ef4-8646-8d0bc9952d47,BIO-LIV-0009,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b15,MCQ,"[{""type"": ""text"", ""html"": ""<p>In the binomial system of nomenclature developed</p>""}, {""type"": ""image"", ""src"": ""https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/biology/bio_diag_1.png"", ""alt"": ""Figure/Table Diagram for BIO-LIV-0009""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 1 - The Living World.</p>""}]",Easy,4,1,b,grid_2x2,2024,NEET Biology Bank,In the binomial system of nomenclature developed
59d36913-566e-4be0-b710-dfacf7910ce7,BIO-LIV-0010,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b15,MCQ,"[{""type"": ""text"", ""html"": ""<p>The scientific name of banyan is written as Ficus during the 18th century by C. Linnaeus, the second word of an organism's biological name represents</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 1 - The Living World.</p>""}]",Hard,4,1,c,grid_2x2,2024,NEET Biology Bank,"The scientific name of banyan is written as Ficus during the 18th century by C. Linnaeus, the second word of an organism's biological name represents"
