id,question_code,subject_id,chapter_id,question_type,content,explanation,difficulty,marks,negative_marks,correct_option,option_layout,year,source,raw_text
e8382b40-054d-46a4-bf31-2247b9f2ed3a,CHE-THE-0001,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a12,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b17,MCQ,"[{""type"": ""text"", ""html"": ""<p>A system which can exchange neither matter nor energy with the surroundings is called</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Chemistry: Chapter 6 - Chemical Thermodynamics.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Chemistry NEET Chapter 6 - Thermodynamics,A system which can exchange neither matter nor energy with the surroundings is called
2fce78a8-ecd9-4475-823c-469b93d4f0cd,CHE-THE-0002,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a12,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b17,MCQ,"[{""type"": ""text"", ""html"": ""<p>Which of the following is an intensive property?</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Chemistry: Chapter 6 - Chemical Thermodynamics.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Chemistry NEET Chapter 6 - Thermodynamics,Which of the following is an intensive property?
d1dab530-43b5-4be9-a32f-4f0099704bb2,CHE-THE-0003,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a12,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b17,MCQ,"[{""type"": ""text"", ""html"": ""<p>Which of the following is an extensive property?</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Chemistry: Chapter 6 - Chemical Thermodynamics.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Chemistry NEET Chapter 6 - Thermodynamics,Which of the following is an extensive property?
6ef40bf0-5b10-4d21-9688-c0122f968e8e,CHE-THE-0004,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a12,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b17,MCQ,"[{""type"": ""text"", ""html"": ""<p>Which of the following thermodynamic functions is a state function?</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Chemistry: Chapter 6 - Chemical Thermodynamics.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Chemistry NEET Chapter 6 - Thermodynamics,Which of the following thermodynamic functions is a state function?
1206eecb-1f6c-47a8-ae48-80c472e0dbff,CHE-THE-0005,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a12,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b17,MCQ,"[{""type"": ""text"", ""html"": ""<p>For an adiabatic process, which of the following is correct?</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Chemistry: Chapter 6 - Chemical Thermodynamics.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Chemistry NEET Chapter 6 - Thermodynamics,"For an adiabatic process, which of the following is correct?"
aeb462b3-bf8a-4ff2-8549-5a85915d35b6,CHE-THE-0006,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a12,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b17,MCQ,"[{""type"": ""text"", ""html"": ""<p>For an isothermal process, the change in temperature is</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Chemistry: Chapter 6 - Chemical Thermodynamics.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Chemistry NEET Chapter 6 - Thermodynamics,"For an isothermal process, the change in temperature is"
e577adfa-08cf-44d7-b1b5-89337cba50ac,CHE-THE-0007,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a12,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b17,MCQ,"[{""type"": ""text"", ""html"": ""<p>For an isochoric process, the work done (w) is</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Chemistry: Chapter 6 - Chemical Thermodynamics.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Chemistry NEET Chapter 6 - Thermodynamics,"For an isochoric process, the work done (w) is"
91aa1dd1-6bcd-44f3-a52f-693200f0b3ef,CHE-THE-0008,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a12,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b17,MCQ,"[{""type"": ""text"", ""html"": ""<p>The mathematical expression for the First Law of Thermodynamics is</p>""}, {""type"": ""image"", ""src"": ""https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/chemistry/che_thermo_table_1.png"", ""alt"": ""Thermodynamics Figure/Table for CHE-THE-0008""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Chemistry: Chapter 6 - Chemical Thermodynamics.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Chemistry NEET Chapter 6 - Thermodynamics,The mathematical expression for the First Law of Thermodynamics is
753ae363-1e29-4446-b06f-becb76c754f8,CHE-THE-0009,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a12,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b17,MCQ,"[{""type"": ""text"", ""html"": ""<p>Work done in isothermal reversible expansion of an ideal gas from volume \\(V_1\\) to \\(V_2\\) is given by</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Chemistry: Chapter 6 - Chemical Thermodynamics.</p>""}]",Medium,4.0,1.0,a,grid_2x2,2024,NCERT Chemistry NEET Chapter 6 - Thermodynamics,Work done in isothermal reversible expansion of an ideal gas from volume \(V_1\) to \(V_2\) is given by
4e949fc1-3f51-4c3c-a993-5e543fcc8008,CHE-THE-0010,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a12,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b17,MCQ,"[{""type"": ""text"", ""html"": ""<p>In free expansion of an ideal gas into vacuum (\\(P_{\\text{ext}} = 0\\)), the work done is</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Chemistry: Chapter 6 - Chemical Thermodynamics.</p>""}]",Medium,4.0,1.0,a,grid_2x2,2024,NCERT Chemistry NEET Chapter 6 - Thermodynamics,"In free expansion of an ideal gas into vacuum (\(P_{\text{ext}} = 0\)), the work done is"
